x,y,reward,collision
18.30,101.96,6.62,
18.71,102.98,6.61,
18.97,104.04,6.47,
19.05,105.12,6.58,
19.10,106.21,6.59,
19.05,107.52,6.61,
19.12,108.62,6.54,
19.35,109.68,6.40,
19.80,110.66,6.24,
20.39,111.55,6.49,
20.98,112.46,6.52,
21.54,113.39,6.58,
21.94,114.17,6.42,
22.50,115.10,6.47,
23.16,115.97,6.54,
23.80,116.85,6.59,
24.51,117.69,6.57,
25.17,118.56,6.65,
25.89,119.39,6.68,
26.58,120.25,6.66,
27.22,121.16,6.69,
27.89,122.04,6.59,
28.52,122.95,6.71,
29.24,123.79,6.55,
30.09,124.48,6.50,
31.05,124.98,6.44,
32.08,125.32,6.50,
33.12,125.63,6.43,
34.18,125.85,6.66,
35.47,126.16,6.56,
36.54,126.43,6.63,
37.59,126.77,6.64,
38.65,127.07,6.68,
39.70,127.42,6.66,
40.77,127.72,6.71,
41.80,128.10,6.66,
42.79,128.60,6.57,
44.02,129.12,6.69,
45.09,129.38,6.46,
45.97,129.43,6.38,
47.04,129.30,6.51,
48.07,128.97,6.35,
49.04,128.47,6.56,
50.00,127.95,6.63,
50.92,127.35,6.60,
51.88,126.82,6.64,
52.69,126.48,6.70,
53.90,125.92,6.70,
54.95,125.58,6.49,
56.04,125.39,6.73,
57.13,125.18,6.68,
58.23,124.97,6.70,
59.33,124.84,6.74,
60.20,124.68,6.67,
61.53,124.53,6.60,
62.62,124.34,6.65,
63.71,124.19,6.62,
64.80,123.98,6.58,
65.89,123.87,6.59,
66.99,123.88,6.56,
67.87,123.86,6.65,
68.96,123.85,6.63,
70.06,123.97,6.44,
71.09,124.28,6.39,
71.86,124.66,6.47,
72.63,125.08,6.45,
73.49,125.72,6.36,
74.21,126.51,6.33,
74.75,127.43,6.38,
75.16,128.43,6.54,
75.59,129.43,6.56,
76.11,130.40,6.66,
76.63,131.36,6.64,
77.21,132.30,6.51,
77.70,133.28,6.49,
78.02,134.32,6.51,(null)
-0.00,0.25,1.37,
-0.01,0.52,1.87,
-0.04,0.79,2.29,
-0.05,1.20,2.78,
-0.02,1.76,2.89,
-0.06,2.27,3.38,
-0.06,3.00,3.96,
-0.16,3.68,4.39,
-0.39,4.41,4.76,
-0.77,5.16,5.40,
-1.13,6.03,6.07,
-1.39,7.03,6.25,
-1.51,8.06,6.31,
-1.68,9.09,6.17,
-1.92,10.07,6.00,
-2.04,11.03,5.71,
-2.01,11.97,5.57,
-1.79,12.88,5.63,
-1.44,13.76,5.78,
-1.08,14.65,5.77,
-0.64,15.51,5.89,
-0.24,16.41,5.98,
0.08,17.14,5.98,
0.56,18.26,6.24,
0.85,19.31,6.76,
1.01,20.47,7.35,
1.21,21.71,7.80,
1.57,22.97,7.97,
2.16,24.17,7.91,
2.94,25.24,7.83,
3.72,26.25,7.44,
4.41,27.25,7.05,
5.12,28.15,6.60,
5.91,28.88,6.22,
6.77,29.44,6.04,
7.58,30.00,5.85,
8.29,30.65,5.68,
8.89,31.38,5.77,
9.50,32.11,5.76,
10.06,32.89,5.83,
10.54,33.50,5.85,
11.15,34.50,5.78,
11.52,35.40,5.96,
11.91,36.33,6.07,
12.17,37.31,6.09,
12.27,38.14,6.13,
12.35,38.97,6.35,
12.31,40.02,6.28,
12.13,40.85,6.28,
11.75,41.85,6.40,
11.44,42.65,6.51,
10.86,43.83,6.68,
10.39,44.84,6.67,
9.87,45.82,6.66,
9.47,46.86,6.69,
9.25,47.95,6.49,
9.23,49.05,6.67,
9.19,50.16,6.77,
9.14,51.28,6.65,
9.08,52.40,6.62,
9.03,53.51,6.70,
8.95,54.62,6.64,
8.75,55.71,6.61,
8.36,56.73,6.52,
7.80,57.67,6.51,
7.35,58.43,6.63,
6.70,59.58,6.57,
6.16,60.54,6.70,
5.63,61.52,6.65,
5.18,62.53,6.74,
4.72,63.54,6.70,
4.33,64.58,6.64,
3.90,65.60,6.58,
3.41,66.59,6.69,
2.91,67.57,6.56,
2.36,68.53,6.50,
1.85,69.51,6.60,
1.28,70.45,6.69,
0.71,71.40,6.72,
0.03,72.28,6.62,
-0.78,73.01,6.48,
-1.71,73.58,6.69,
-2.64,74.19,6.61,
-3.47,74.91,6.55,
-4.19,75.74,6.64,
-4.96,76.55,6.67,
-5.61,77.14,6.70,
-6.57,78.06,6.49,
-7.21,78.67,6.49,
-7.99,79.44,6.67,
-8.73,80.27,6.58,
-9.48,81.08,6.61,
-10.22,81.91,6.57,
-10.90,82.77,6.66,
-11.58,83.64,6.71,
-12.22,84.56,6.71,
-12.88,85.45,6.70,
-13.50,86.37,6.71,
-14.11,87.29,6.60,
-14.66,88.25,6.68,
-15.30,89.15,6.50,
-15.89,89.81,6.69,
-16.73,90.83,6.49,
-17.37,91.73,6.61,
-18.02,92.62,6.70,
-18.69,93.50,6.69,
-19.42,94.34,6.71,
-20.11,95.21,6.52,
-20.89,95.99,6.57,
-21.78,96.63,6.52,
-22.77,97.11,6.56,
-23.57,97.47,6.54,
-24.61,97.81,6.51,
-25.68,97.94,2.96,Cone2
-0.00,0.25,1.37,Cone2
-0.00,0.35,1.59,
0.01,0.65,2.08,
0.05,1.03,2.59,
0.01,1.57,2.69,
-0.12,2.02,2.99,
-0.35,2.53,3.65,
-0.56,3.14,4.15,
-0.75,3.84,4.65,
-0.88,4.63,5.03,
-0.84,5.50,5.49,
-0.64,6.45,6.17,
-0.49,7.50,6.36,
-0.47,8.55,6.22,
-0.61,9.59,6.14,
-0.74,10.60,6.08,
-0.94,11.59,6.13,
-1.10,12.58,5.92,
-1.24,13.56,5.96,
-1.32,14.54,6.06,
-1.50,15.51,5.98,
-1.74,16.28,6.09,
-1.94,17.05,6.00,
-2.15,18.25,6.21,
-2.43,19.23,6.20,
-2.87,20.16,6.07,
-3.34,20.84,6.17,
-3.97,21.67,6.30,
-4.71,22.43,6.46,
-5.44,23.22,6.53,
-6.23,23.97,6.62,
-6.98,24.76,6.48,
-7.82,25.47,6.59,
-8.77,26.02,6.45,
-9.79,26.39,6.66,
-10.83,26.79,6.67,
-11.65,27.12,6.68,
-12.85,27.71,6.64,
-13.84,28.20,6.52,
-14.59,28.67,6.54,
-15.28,29.22,6.63,
-15.99,29.75,6.64,
-16.73,30.24,6.69,
-17.63,30.89,6.62,
-18.59,31.44,6.49,
-19.61,31.86,6.75,
-20.61,32.34,6.68,
-21.57,32.91,6.71,
-22.58,33.38,6.61,
-23.84,33.77,6.59,
-24.89,34.11,6.61,
-25.93,34.45,6.60,
-26.98,34.77,6.64,
-28.05,35.02,6.63,
-29.11,35.33,6.58,
-30.17,35.61,6.48,
-31.25,35.82,6.59,
-32.32,36.08,5.52,Cone3
-0.00,0.21,1.24,
0.02,0.52,1.86,
0.07,0.86,2.39,
0.08,1.29,2.72,
0.12,1.74,2.86,
0.07,2.36,3.38,
-0.10,2.93,3.79,
-0.32,3.43,4.30,
-0.54,3.98,4.71,
-0.76,4.77,5.14,
-0.86,5.46,5.57,
-1.01,6.22,6.20,
-1.27,7.23,6.47,
-1.47,8.27,6.41,
-1.71,9.31,6.51,
-1.85,10.35,6.14,
-1.85,11.38,5.99,
-1.91,12.40,6.07,
-2.01,13.20,5.99,
-2.08,14.00,6.02,
-2.26,14.99,6.02,
-2.54,15.95,6.11,
-2.80,16.93,5.95,
-3.13,17.89,6.18,
-3.41,18.88,6.21,
-3.81,19.83,6.07,
-4.36,20.69,6.22,
-5.07,21.47,6.39,
-5.76,22.28,6.53,
-6.39,23.16,6.49,
-7.20,24.18,6.55,
-7.73,24.87,6.59,
-8.23,25.59,6.53,
-9.07,26.61,6.46,
-9.90,27.32,6.38,
-10.85,27.85,6.50,
-11.88,28.18,6.50,
-12.95,28.34,6.65,
-14.05,28.48,6.69,
-15.15,28.53,6.59,
-16.27,28.61,6.56,
-17.59,28.55,6.67,
-18.68,28.34,6.62,
-19.79,28.17,6.69,
-20.90,28.17,6.63,
-21.99,28.33,6.70,
-23.09,28.46,6.60,
-23.98,28.47,6.53,
-25.30,28.29,6.63,
-26.41,28.18,6.67,
-27.74,28.26,6.53,
-28.80,28.53,6.66,
-29.87,28.83,6.65,
-30.91,29.23,6.62,
-31.96,29.58,6.68,
-32.60,29.66,-0.61,Cone3
-0.00,0.25,1.37,
0.02,0.58,1.98,
0.10,0.94,2.40,
0.26,1.35,2.80,
0.38,1.81,3.00,
0.54,2.32,3.54,
0.72,2.92,4.03,
0.95,3.58,4.53,
1.17,4.34,5.02,
1.40,5.18,5.56,
1.53,6.15,5.98,
1.53,7.19,6.26,
1.59,8.24,6.29,
1.72,9.29,6.25,
1.85,10.32,6.14,
2.09,11.28,5.97,
2.45,12.20,5.86,
2.78,13.13,5.80,
3.11,14.06,5.86,
3.45,14.99,5.86,
3.91,15.86,5.91,
4.49,16.68,6.19,
5.03,17.55,6.13,
5.52,18.46,6.29,
6.05,19.37,6.23,
6.63,20.50,6.46,
7.14,21.45,6.57,
7.63,22.42,6.48,
8.06,23.42,6.59,
8.46,24.21,6.64,
8.92,25.46,6.69,
9.21,26.75,6.77,
9.49,27.84,6.68,
9.69,28.94,6.73,
9.99,30.01,6.74,
10.33,30.84,6.70,
10.82,32.09,6.77,
11.29,33.11,6.73,
11.61,33.94,6.69,
11.84,34.80,6.73,
12.19,35.85,6.73,
12.63,36.87,6.77,
13.11,38.12,6.67,
13.59,39.12,6.70,
13.97,40.16,6.65,
14.23,41.23,6.61,
14.54,42.29,6.67,
14.85,43.12,6.64,
15.21,44.16,6.49,
15.56,44.96,6.56,
16.10,45.91,6.62,
16.57,46.90,6.49,
16.97,47.92,6.54,
17.41,48.92,6.61,
17.85,49.92,6.63,
18.31,50.92,6.44,
18.83,51.88,6.57,
19.26,52.89,6.61,
19.49,53.73,6.43,
19.57,54.81,6.43,
19.45,55.87,6.54,
19.32,56.73,6.51,
19.00,57.76,6.47,
18.48,58.70,6.40,
17.80,59.52,6.43,
16.99,60.23,6.43,
16.15,60.93,6.45,
15.23,61.51,6.44,
14.43,61.83,6.38,
13.38,62.04,6.38,
12.31,62.05,6.35,
11.24,61.90,6.35,
10.16,61.75,6.52,
9.29,61.65,6.68,
7.97,61.50,6.63,
6.88,61.37,6.62,
5.78,61.25,6.70,
4.67,61.14,6.51,
3.57,61.11,6.75,
2.45,61.01,6.70,
1.34,60.91,6.72,
0.23,60.73,6.80,
-0.88,60.58,6.75,
-1.98,60.42,6.73,
-3.09,60.29,6.70,
-4.42,60.25,6.63,
-5.53,60.20,6.66,
-6.63,60.16,6.62,
-7.96,60.20,6.61,
-9.06,60.16,6.67,
-10.15,60.21,6.61,
-11.24,60.39,6.71,
-12.34,60.54,6.55,
-13.44,60.70,6.70,
-14.53,60.94,6.78,
-15.40,61.12,6.60,
-16.45,61.44,6.69,
-17.64,62.03,6.62,
-18.63,62.53,6.65,
-19.57,63.11,6.59,
-20.54,63.62,6.55,
-21.57,63.97,6.51,
-22.65,64.13,6.48,
-23.72,64.27,6.56,
-24.81,64.26,6.30,
-25.85,64.03,6.39,
-27.04,63.53,6.56,
-28.03,63.07,6.60,
-28.98,62.53,6.48,
-29.97,62.06,6.63,
-31.01,61.68,6.65,
-32.04,61.27,6.64,
-33.08,60.87,6.69,
-34.13,60.55,6.60,
-35.20,60.22,6.59,
-36.27,59.96,6.70,
-37.35,59.71,6.73,
-38.45,59.57,6.51,
-39.55,59.60,6.68,
-40.89,59.65,6.56,
-41.97,59.86,6.55,
-43.00,60.25,6.68,
-44.04,60.64,6.59,
-45.08,61.03,6.64,
-46.09,61.49,6.66,
-47.12,61.90,6.71,
-48.19,62.20,6.63,
-49.28,62.30,6.53,
-50.35,62.17,6.43,
-51.38,61.85,6.38,
-52.35,61.36,6.44,
-53.34,60.88,6.60,
-54.32,60.40,6.62,
-55.24,59.82,6.59,
-56.07,59.11,6.64,
-56.91,58.38,6.54,
-57.68,57.60,6.55,
-58.47,56.84,6.55,
-59.22,56.03,6.64,
-59.99,55.24,6.61,
-60.73,54.42,6.73,
-61.47,53.60,6.71,
-62.20,52.77,6.68,
-62.83,51.86,6.55,
-63.32,50.88,6.49,
-63.84,49.90,6.59,
-64.34,48.92,6.70,
-64.74,47.89,6.54,
-64.98,46.82,6.62,
-65.27,45.75,6.58,
-65.63,44.71,6.58,
-65.89,43.64,6.55,
-66.02,42.56,6.54,
-66.17,41.47,6.61,
-66.20,40.38,6.39,
-66.10,39.52,6.58,
-66.01,38.64,6.62,
-65.99,37.55,6.63,
-66.10,36.45,6.62,
-66.13,35.35,6.66,
-66.00,34.26,6.51,
-65.69,33.22,6.61,
-65.34,32.19,6.60,
-64.90,31.18,6.59,
-64.55,30.15,6.63,
-64.30,29.09,6.68,
-64.00,28.03,6.70,
-63.70,26.96,6.64,
-63.39,25.91,6.50,
-63.01,24.88,6.49,
-62.75,24.04,6.61,
-62.34,23.02,6.62,
-61.90,22.27,6.42,
-61.21,21.43,6.60,
-60.53,20.57,6.56,
-59.87,19.69,6.40,
-59.24,18.55,6.56,
-58.97,17.72,6.41,
-58.78,16.44,6.51,
-58.67,15.36,6.53,
-58.65,14.27,6.57,
-58.60,13.18,6.54,
-58.68,11.87,6.57,
-58.91,10.81,6.62,
-59.13,9.73,6.60,
-59.35,8.66,6.54,
-59.64,7.60,6.64,
-59.94,6.54,6.64,
-60.35,5.52,6.41,
-61.00,4.39,6.65,
-61.50,3.41,6.59,
-61.91,2.39,6.58,
-62.34,1.38,6.50,
-62.76,0.36,6.68,
-63.12,-0.69,6.72,
-63.51,-1.73,6.74,
-63.80,-2.80,6.64,
-63.93,-3.68,6.63,
-64.14,-5.00,6.64,
-64.31,-6.10,6.48,
-64.40,-7.20,6.58,
-64.60,-8.28,6.69,
-64.97,-9.32,6.49,
-65.53,-10.25,6.51,
-66.23,-11.08,6.55,
-66.81,-11.74,6.59,
-67.58,-12.52,6.60,
-68.32,-13.33,6.54,
-69.10,-14.11,6.47,
-69.82,-14.92,6.67,
-70.62,-15.67,6.60,
-71.53,-16.28,6.49,
-72.53,-16.73,6.63,
-73.53,-17.19,6.56,
-74.54,-17.64,6.74,
-75.57,-18.04,6.67,
-76.57,-18.53,6.49,
-77.50,-19.14,6.56,
-78.47,-19.68,6.62,
-79.50,-20.09,6.58,
-80.57,-20.29,6.52,(null)
-0.00,0.21,1.24,
-0.00,0.46,1.81,
0.02,0.87,2.40,
0.08,1.30,2.77,
0.12,1.76,2.91,
0.24,2.27,3.33,
0.44,2.83,3.91,
0.59,3.35,4.28,
0.75,4.23,4.84,
0.98,5.04,5.13,
1.34,5.89,6.03,
1.71,6.85,6.31,
2.15,7.82,6.08,
2.48,8.77,5.91,
2.69,9.74,5.95,
2.92,10.69,5.90,
3.04,11.65,5.80,
3.02,12.62,5.77,
3.01,13.59,5.76,
2.88,14.55,5.69,
2.55,15.47,5.69,
1.93,16.47,5.92,
1.25,17.21,6.05,
0.46,17.84,6.11,
-0.34,18.52,6.72,
-1.15,19.35,7.28,
-2.24,20.37,7.80,
-3.31,21.14,7.97,
-4.52,21.70,8.05,
-5.81,22.01,7.86,
-6.84,22.08,7.63,
-8.35,22.11,7.36,
-9.56,22.17,7.11,
-10.71,22.35,6.87,
-11.80,22.68,6.67,
-12.87,22.97,6.38,
-13.92,23.17,6.32,
-14.95,23.37,6.20,
-15.96,23.44,6.01,
-17.17,23.37,6.05,
-17.97,23.34,5.90,
-18.96,23.21,6.00,
-19.72,22.99,5.97,
-20.79,22.46,6.03,
-21.71,22.04,6.21,
-22.68,21.74,6.11,
-23.70,21.64,6.07,
-24.71,21.74,6.14,
-25.70,22.03,6.22,
-26.44,22.39,6.18,
-27.29,22.99,6.16,
-28.04,23.72,6.43,
-28.84,24.45,6.44,
-29.72,25.06,6.49,
-30.51,25.43,6.48,
-31.56,25.71,6.51,
-32.42,25.79,6.61,
-33.30,25.88,6.68,
-34.63,26.04,6.74,
-35.73,26.20,6.65,
-36.81,26.48,6.71,
-37.84,26.91,6.79,
-38.89,27.30,6.73,
-39.97,27.62,6.79,
-40.81,27.94,6.71,
-41.61,28.33,6.65,
-42.86,28.83,6.77,
-43.93,29.14,6.72,
-44.98,29.52,6.71,
-45.98,30.01,6.77,
-47.00,30.46,6.74,
-47.99,30.96,6.74,
-49.01,31.40,6.62,
-50.00,31.88,6.59,
-51.03,32.24,6.59,
-52.10,32.42,6.45,
-53.19,32.42,6.61,
-54.50,32.36,6.55,
-55.57,32.19,6.63,
-56.66,32.11,6.46,
-57.96,32.22,6.39,
-58.79,32.46,6.47,
-59.81,32.81,6.57,
-60.76,33.32,6.42,
-61.58,34.01,6.36,
-62.29,34.82,6.59,
-62.87,35.47,6.50,
-63.61,36.27,6.57,
-64.35,37.08,6.53,
-65.11,37.86,6.56,
-65.91,38.60,6.59,
-66.69,39.37,6.56,
-67.54,40.06,6.50,
-68.28,40.51,6.54,
-69.40,41.22,6.65,
-70.38,41.69,6.61,
-71.43,41.98,6.41,
-72.51,42.09,6.49,
-73.60,42.17,6.45,
-74.69,42.15,6.62,
-75.79,42.18,6.62,
-76.87,42.34,6.51,
-77.89,42.69,6.46,
-78.64,43.12,6.42,
-79.31,43.65,6.42,
-80.15,44.62,6.35,
-80.67,45.55,6.24,
-81.03,46.56,6.45,
-81.41,47.58,5.03,(null)
-0.00,0.25,1.37,
-0.00,0.58,2.02,
-0.02,1.04,2.61,
-0.08,1.49,2.76,
-0.10,1.96,3.10,
-0.19,2.50,3.53,
-0.41,3.09,3.95,
-0.68,3.58,4.35,
-1.03,4.08,4.84,
-1.49,4.79,5.33,
-1.88,5.43,5.90,
-2.45,6.28,6.64,
-3.01,7.21,6.30,
-3.61,8.08,6.38,
-4.10,9.00,6.01,
-4.41,9.94,5.85,
-4.56,10.90,5.84,
-4.75,11.86,5.83,
-5.01,12.80,5.81,
-5.18,13.76,5.95,
-5.24,14.74,6.04,
-5.35,15.54,6.04,
-5.57,16.53,6.01,
-5.71,17.75,6.26,
-5.70,18.79,6.42,
-5.78,19.85,6.45,
-5.97,20.90,6.47,
-6.11,21.97,6.48,
-6.24,23.05,6.46,
-6.30,24.14,6.51,
-6.42,25.23,6.53,
-6.50,26.33,6.60,
-6.52,27.43,6.64,
-6.56,28.76,6.69,
-6.62,29.88,6.72,
-6.74,30.99,6.64,
-6.83,32.10,6.66,
-6.76,33.43,6.60,
-6.47,34.49,6.48,
-6.01,35.48,6.65,
-5.63,36.28,6.60,
-4.90,37.38,6.50,
-4.13,38.13,6.46,
-3.22,38.71,6.47,
-2.23,39.12,6.38,
-1.18,39.32,6.43,
-0.10,39.36,6.51,
0.99,39.38,6.52,
2.09,39.30,6.51,
3.18,39.27,6.69,
4.29,39.30,6.75,
5.41,39.24,6.61,
6.28,39.08,6.62,
7.16,38.95,6.66,
8.26,38.81,6.71,
9.37,38.74,6.55,
10.48,38.63,6.64,
11.56,38.40,6.63,
12.60,38.02,6.68,
13.43,37.72,6.62,
14.62,37.16,6.58,
15.53,36.54,6.66,
16.43,35.92,6.59,
17.10,35.34,6.52,
17.90,34.32,6.31,
18.40,33.36,6.57,
18.81,32.59,6.64,
19.29,31.86,6.60,
20.16,30.88,6.64,
20.85,30.02,6.61,
21.40,29.08,6.44,
21.76,28.07,6.35,
21.90,27.23,6.35,
21.90,25.94,6.34,
21.92,24.86,6.52,
22.02,23.78,6.53,
22.05,22.90,6.53,
22.16,22.04,6.45,
22.36,21.19,6.46,
22.69,20.39,6.40,
23.15,19.66,6.38,
23.85,18.85,6.58,
24.44,18.19,6.55,
25.24,17.15,6.65,
25.99,16.34,6.62,
26.81,15.61,6.70,
27.46,15.01,6.72,
28.33,14.32,6.64,
29.26,13.72,6.65,
30.16,13.08,6.59,
31.02,12.39,6.59,
31.94,11.78,6.54,
32.91,11.29,6.53,
33.68,10.86,6.48,
34.63,10.31,6.63,
35.51,9.66,6.64,
36.26,8.86,6.47,
36.82,7.93,6.45,
37.22,6.93,6.45,
37.66,5.94,6.53,
38.23,5.00,6.56,
38.95,4.20,6.43,
39.62,3.66,6.50,
40.46,2.97,6.56,
41.22,2.19,6.53,
41.82,1.30,6.39,
42.23,0.32,6.30,
42.47,-0.72,6.39,
42.75,-1.76,6.44,
43.11,-2.78,6.51,
43.43,-3.82,6.54,
43.86,-4.81,6.55,
44.45,-5.71,6.43,
45.19,-6.50,6.46,
45.95,-7.27,6.55,
46.77,-7.98,6.46,
47.55,-8.75,6.48,
48.24,-9.60,6.52,
48.97,-10.43,6.59,
49.60,-11.04,6.64,
50.50,-12.02,6.61,
51.27,-12.82,6.49,
52.25,-13.71,6.72,
52.86,-14.36,6.73,
53.65,-15.15,6.75,
54.42,-15.95,6.68,
55.14,-16.80,6.65,
55.87,-17.64,6.51,
56.59,-18.49,6.61,
57.20,-19.41,6.61,
57.63,-20.43,6.54,
57.88,-21.49,6.66,
58.10,-22.58,6.51,
58.18,-23.67,6.50,
58.03,-24.74,6.48,
57.68,-25.76,6.39,
57.14,-26.69,6.24,
56.44,-27.50,6.46,
55.60,-28.17,6.24,
54.85,-28.58,6.48,
53.83,-28.96,6.56,
52.80,-29.32,6.52,
51.73,-29.54,6.52,
50.64,-29.57,6.64,
49.53,-29.57,6.71,
48.44,-29.42,6.61,
47.22,-28.96,6.53,
46.30,-28.37,6.40,
45.50,-27.65,6.57,
44.70,-26.89,6.52,
43.97,-26.07,6.66,
43.18,-25.31,6.55,
42.29,-24.68,6.46,
41.30,-24.21,6.50,
40.30,-23.77,6.57,
39.26,-23.42,6.57,
38.23,-23.02,6.48,
37.20,-22.64,6.58,
36.13,-22.38,6.62,
35.25,-22.30,6.63,
33.93,-22.15,6.62,
32.82,-22.01,6.58,
31.50,-21.88,6.68,
30.39,-21.87,6.74,
29.28,-21.81,6.59,
27.95,-21.90,6.58,
26.89,-22.18,6.56,
25.91,-22.67,6.42,
25.21,-23.19,6.37,
24.44,-23.95,6.66,
23.67,-24.75,6.63,
23.03,-25.64,6.39,
22.55,-26.61,6.60,
22.09,-27.61,6.56,
21.73,-28.65,6.67,
21.28,-29.65,6.64,
20.69,-30.58,6.54,
19.94,-31.35,6.36,
18.90,-32.12,6.54,
18.21,-32.65,6.54,(null)
-0.00,0.25,1.37,(null)
-0.00,0.30,1.46,
-0.01,0.58,1.99,
-0.08,0.94,2.42,
-0.21,1.36,2.80,
-0.30,1.82,3.02,
-0.38,2.36,3.57,
-0.48,2.98,4.09,
-0.60,3.69,4.59,
-0.79,4.46,5.07,
-0.95,5.32,5.61,
-1.07,6.30,6.11,
-1.26,7.33,6.27,
-1.46,8.34,6.10,
-1.71,9.31,5.83,
-1.90,10.27,5.77,
-2.08,11.21,5.62,
-2.15,12.16,5.62,
-2.03,13.10,5.63,
-1.73,13.99,5.67,
-1.40,14.68,5.79,
-0.94,15.54,5.89,
-0.35,16.31,5.67,
0.42,16.96,6.32,
1.37,17.51,6.82,
2.48,17.90,7.38,
3.72,18.08,7.65,
5.28,17.96,7.95,
6.55,17.60,7.85,
7.78,17.23,7.58,
9.01,17.00,7.29,
10.20,16.95,7.03,
11.35,16.88,6.63,
12.42,16.70,6.34,
13.39,16.34,5.79,
14.24,15.86,5.82,
15.06,15.37,5.70,
15.80,14.77,5.42,
16.42,14.07,5.76,
17.05,13.35,5.76,
17.50,12.73,5.94,
18.24,11.81,6.06,
18.79,10.97,5.98,
19.22,10.05,6.14,
19.60,9.32,6.23,
19.93,8.55,6.26,
20.24,7.54,6.40,
20.59,6.53,6.46,
20.84,5.49,6.37,
20.90,4.42,6.38,
20.75,3.36,6.41,
20.39,2.34,6.48,
19.85,1.41,6.44,
19.14,0.59,6.52,
18.30,-0.11,6.62,
17.43,-0.79,6.68,
16.51,-1.41,6.67,
15.60,-2.05,6.73,
14.66,-2.66,6.65,
13.77,-3.32,6.65,
12.87,-3.99,6.67,
12.06,-4.74,6.65,
11.36,-5.61,6.72,
10.63,-6.45,6.74,
9.85,-7.24,6.64,
8.93,-8.21,6.74,
8.26,-8.79,6.66,
7.34,-9.39,6.66,
6.41,-10.00,6.58,
5.53,-10.67,6.59,
4.60,-11.26,6.60,
3.60,-11.69,6.50,
2.55,-11.91,6.42,
1.48,-11.91,6.33,
0.43,-11.72,6.23,
-0.55,-11.34,6.33,
-1.45,-10.77,6.19,
-2.26,-10.07,6.57,
-3.10,-9.37,6.50,
-4.03,-8.80,6.47,
-5.02,-8.36,6.62,
-6.03,-7.93,6.68,
-7.09,-7.62,6.46,
-8.17,-7.49,6.59,
-9.27,-7.37,6.55,
-10.36,-7.38,6.56,
-11.42,-7.61,6.42,
-12.43,-8.01,6.50,
-13.44,-8.44,6.47,
-14.40,-8.95,6.57,
-15.38,-9.43,6.58,
-16.52,-10.10,6.58,
-17.50,-10.62,6.45,
-18.44,-11.18,6.60,
-19.44,-11.65,6.53,
-20.50,-11.93,6.58,
-21.59,-11.99,6.45,
-22.67,-11.85,6.44,
-23.70,-11.50,6.46,
-24.65,-10.99,6.61,
-25.64,-10.51,6.57,
-26.66,-10.10,6.51,
-27.67,-9.64,6.58,
-28.70,-9.25,6.50,
-29.68,-8.76,6.61,
-30.61,-8.17,6.73,
-31.57,-7.61,6.75,
-32.53,-7.06,6.73,
-33.54,-6.57,6.67,
-34.32,-6.14,6.64,
-35.12,-5.75,6.62,
-36.25,-5.04,6.69,
-37.06,-4.29,6.48,
-37.72,-3.42,6.65,
-38.41,-2.56,6.69,
-39.21,-1.80,6.49,
-39.92,-1.29,6.54,
-40.82,-0.67,6.52,
-41.79,-0.18,6.39,
-42.83,0.10,6.43,
-43.90,0.20,6.41,
-44.98,0.34,6.61,
-46.05,0.56,6.68,
-47.13,0.79,6.58,
-48.17,1.14,6.49,
-49.15,1.63,6.42,
-50.13,2.13,6.51,
-51.07,2.69,6.50,
-52.02,3.24,6.59,
-52.94,3.84,6.57,
-53.89,4.41,6.64,
-54.99,5.14,6.63,
-55.95,5.70,6.66,
-56.83,6.36,6.59,
-57.62,7.13,6.71,
-58.43,7.89,6.64,
-59.18,8.70,6.62,
-59.97,9.47,6.62,
-60.72,10.28,6.68,
-61.55,11.01,6.54,
-62.46,11.62,6.64,
-63.35,12.28,6.56,
-64.18,12.99,6.54,
-65.08,13.62,6.51,
-66.04,14.14,6.63,
-67.00,14.68,6.66,
-67.99,15.17,6.68,
-68.97,15.69,6.69,
-69.99,16.11,6.60,
-70.84,16.32,6.51,
-71.93,16.39,6.56,
-73.24,16.47,6.63,
-74.33,16.63,6.58,
-75.42,16.76,6.64,
-76.31,16.79,6.62,
-77.19,16.86,6.71,
-78.52,16.98,6.67,
-79.59,17.21,6.57,
-80.60,17.62,6.45,(null)
-0.00,0.25,1.37,
-0.00,0.52,1.89,
0.02,0.95,2.49,
0.09,1.30,2.70,
0.21,1.64,2.63,
0.49,2.18,3.36,
0.73,2.72,3.90,
1.05,3.33,4.40,
1.34,4.04,4.83,
1.57,4.85,5.23,
1.93,5.71,5.92,
2.47,6.59,6.19,
3.15,7.37,6.25,
3.84,8.14,6.09,
4.56,8.82,5.83,
5.20,9.53,5.70,
5.62,10.16,5.77,
6.09,11.20,5.78,
6.46,12.09,5.72,
6.75,13.01,5.81,
7.14,13.91,5.92,
7.67,14.74,5.74,
8.34,15.48,6.17,
8.90,16.08,6.15,
9.64,16.81,6.24,
10.31,17.62,6.37,
10.90,18.51,6.58,
11.54,19.39,6.50,
12.10,20.05,6.64,
12.81,20.89,6.70,
13.58,21.70,6.58,
14.31,22.54,6.75,
14.96,23.16,6.67,
15.67,23.71,6.77,
16.74,24.52,6.79,
17.73,25.06,6.72,
18.78,25.41,6.74,
19.63,25.70,6.79,
20.66,26.14,6.80,
21.94,26.53,6.56,
23.03,26.66,6.47,
24.34,26.58,6.66,
25.44,26.52,6.57,
26.54,26.39,6.47,
27.64,26.31,6.48,
